상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805757600,신라여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103400016,1,대지,340,16.0,대전광역시 중구 유천동 340-16,301404295109.0,대전광역시 중구 대둔산로509번길,10.0,,3014011500103400016023866,,대전광역시 중구 대둔산로509번길 10,301837,34986,,,,127.389315950061,36.3145394043022
MA010120220805758043,모아장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011012000,중동,3011012000100100056,1,대지,10,56.0,대전광역시 동구 중동 10-56,301104292136.0,대전광역시 동구 대전로825번길,42.0,,3011012000100100056021619,,대전광역시 동구 대전로825번길 42,300160,34625,,,,127.4294233441,36.3320506675966
MA010120220805758082,모텔파인파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011012000,중동,3011012000100640014,1,대지,64,14.0,대전광역시 동구 중동 64-14,301104292133.0,대전광역시 동구 대전로807번길,13.0,,3011012000100640014022444,,대전광역시 동구 대전로807번길 13,300160,34627,,,,127.431734404455,36.3313136365863
MA010120220805758300,허브모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100101330001,1,대지,133,1.0,대전광역시 중구 은행동 133-1,301404295285.0,대전광역시 중구 목척1길,29.0,,3014010100101330001013414,,대전광역시 중구 목척1길 29,301838,34832,,,,127.426286866385,36.3298996822332
MA010120220805758208,아크리스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101420005,1,대지,142,5.0,대전광역시 중구 산성동 142-5,301403165034.0,대전광역시 중구 유등천동로,326.0,9.0,3014011700101420005014683,,대전광역시 중구 유등천동로 326-9,301817,34987,,,,127.387995997825,36.3110177607771
MA010120220805751972,예오장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100460030,1,대지,46,30.0,대전광역시 중구 대흥동 46-30,301403165010.0,대전광역시 중구 문창로,101.0,21.0,3014010500100460030012367,,대전광역시 중구 문창로 101-21,301802,34931,,,,127.43104848635,36.3214776835025
MA010120220805752777,아트고시원,,I1,숙박,I102,기타 숙박,I10201,기숙사/고시원,I55901,기숙사 및 고시원 운영업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104520103,1,대지,452,103.0,대전광역시 중구 대흥동 452-103,301404295200.0,대전광역시 중구 대흥로111번길,30.0,1.0,3014010500104520103011780,아트빌,대전광역시 중구 대흥로111번길 30-1,301803,34918,,,,127.424098596192,36.324544720589
MA010120220805752583,미도파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110018,1,대지,111,18.0,대전광역시 동구 용전동 111-18,301104292574.0,대전광역시 동구 한밭대로1316번길,29.0,,3011011500101110018003920,,대전광역시 동구 한밭대로1316번길 29,300824,34550,,,,127.439680614375,36.3509173536289
MA010120220805751844,대성장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110630,가양2동,3011011400,가양동,3011011400100460004,1,대지,46,4.0,대전광역시 동구 가양동 46-4,301104292272.0,대전광역시 동구 비래서로42번안길,49.0,27.0,3011011400100460004002404,,대전광역시 동구 비래서로42번안길 49-27,300801,34528,,,,127.452114047187,36.3541474109893
MA010120220805753063,군산여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100270056,1,대지,27,56.0,대전광역시 동구 정동 27-56,301104292335.0,대전광역시 동구 선화로214번길,69.0,1.0,3011011900100270056021395,,대전광역시 동구 선화로214번길 69-1,300150,34627,,,,127.431426339143,36.3323215760642
MA010120220805753491,명동파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780006,1,대지,78,6.0,대전광역시 동구 용전동 78-6,301104292573.0,대전광역시 동구 한밭대로1314번길,17.0,,3011011500100780006003728,,대전광역시 동구 한밭대로1314번길 17,300824,34550,,,,127.439332077007,36.3513573321302
MA010120220805759195,용궁여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010171,1,대지,1,171.0,대전광역시 중구 문화동 1-171,301404295571.0,대전광역시 중구 중앙로16번길,19.0,8.0,3014011600100010171013028,,대전광역시 중구 중앙로16번길 19-8,301812,34944,,,,127.414862777758,36.3219312919324
MA010120220805754145,오백호모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30170,서구,30170640,둔산2동,3017011200,둔산동,3017011200113350000,1,대지,1335,,대전광역시 서구 둔산동 1335,301704298327.0,대전광역시 서구 둔산로65번길,39.0,,3017011200113350000019994,,대전광역시 서구 둔산로65번길 39,302830,35233,,,,127.380937102072,36.3531149251366
MA010120220805752177,안흥파크,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100470003,1,대지,47,3.0,대전광역시 중구 문창동 47-3,301404295550.0,대전광역시 중구 인창로28번길,27.0,,3014010600100470003013110,,대전광역시 중구 인창로28번길 27,301809,34930,,1,,127.433475134644,36.3216514345497
MA010120220805754338,리베라모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103310008,1,대지,331,8.0,대전광역시 중구 유천동 331-8,301404295034.0,대전광역시 중구 계백로1550번길,56.0,,3014011500103310008007979,,대전광역시 중구 계백로1550번길 56,301837,34977,,,,127.393113513743,36.3145226927488
MA010120220805755563,만년장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780003,1,대지,78,3.0,대전광역시 동구 용전동 78-3,301104292573.0,대전광역시 동구 한밭대로1314번길,25.0,,3011011500100780003003801,,대전광역시 동구 한밭대로1314번길 25,300824,34550,,,,127.438921215553,36.3511661409726
MA010120220805754872,희망여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100310052,1,대지,31,52.0,대전광역시 동구 정동 31-52,301104292486.0,대전광역시 동구 중앙로203번길,46.0,1.0,3011011900100310052021005,,대전광역시 동구 중앙로203번길 46-1,300150,34625,,,,127.430632303866,36.3327594106731
MA010120220805750671,영광여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100300023,1,대지,30,23.0,대전광역시 동구 정동 30-23,301104292136.0,대전광역시 동구 대전로825번길,13.0,,3011011900100300023021175,,대전광역시 동구 대전로825번길 13,300150,34627,,,,127.430856579546,36.3325531904268
MA010120220805754316,두솔모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200101180009,1,대지,118,9.0,대전광역시 중구 용두동 118-9,301403010024.0,대전광역시 중구 계룡로,791.0,17.0,3014011200101180009030884,,대전광역시 중구 계룡로 791-17,301832,34828,,,,127.405505764968,36.3294917048414
MA010120220805751232,아리아모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100780024,1,대지,78,24.0,대전광역시 동구 용전동 78-24,301104292574.0,대전광역시 동구 한밭대로1316번길,44.0,,3011011500100780024003910,,대전광역시 동구 한밭대로1316번길 44,300824,34550,,,,127.438733241013,36.3509669829337
MA010120220805751345,목포여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011012000,중동,3011012000100630001,1,대지,63,1.0,대전광역시 동구 중동 63-1,301103164027.0,대전광역시 동구 태전로,8.0,,3011012000100630001022285,,대전광역시 동구 태전로 8,300160,34627,,,,127.430997907351,36.3314993961584
MA010120220805791060,신흥여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100010274,1,대지,1,274.0,대전광역시 동구 정동 1-274,301104292401.0,대전광역시 동구 역전시장길,88.0,,3011011900100010274024336,,대전광역시 동구 역전시장길 88,300150,34629,,,,127.434343611145,36.32938831609
MA010120220805791282,신창여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100030021,1,대지,3,21.0,대전광역시 동구 정동 3-21,301104292395.0,대전광역시 동구 역전1길,135.0,,3011011900100030021018508,,대전광역시 동구 역전1길 135,300150,34626,,,,127.431524766096,36.3356386578459
MA010120220805793710,모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110740,산내동,3011014200,구도동,3011014200103570000,1,대지,357,,대전광역시 동구 구도동 357,301104304519.0,대전광역시 동구 물류로13번길,13.0,,3011014200103570000000001,,대전광역시 동구 물류로13번길 13,300300,34708,,,,127.46984997352,36.2721858447068
MA010120220805790838,낙원하우스,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010167,1,대지,1,167.0,대전광역시 중구 문화동 1-167,301404295571.0,대전광역시 중구 중앙로16번길,19.0,5.0,3014011600100010167016144,,대전광역시 중구 중앙로16번길 19-5,301812,34944,,,,127.414706053547,36.3220386752375
MA010120220805793878,국향장여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102440011,1,대지,244,11.0,대전광역시 중구 선화동 244-11,301403010011.0,대전광역시 중구 선화로,120.0,,3014010200102440011015862,,대전광역시 중구 선화로 120,301822,34836,,1,,127.420570548048,36.3302145848844
MA010120220805793960,백운장,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103290022,1,대지,329,22.0,대전광역시 중구 유천동 329-22,301404295544.0,대전광역시 중구 유천로47번길,104.0,,3014011500103290022025605,,대전광역시 중구 유천로47번길 104,301837,34977,,,,127.392380809411,36.3156635643218
MA010120220805791531,올리비아모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101110034,1,대지,111,34.0,대전광역시 동구 용전동 111-34,301104292574.0,대전광역시 동구 한밭대로1316번길,23.0,,3011011500101110034003869,올리비아모텔,대전광역시 동구 한밭대로1316번길 23,300824,34550,,,,127.439992110714,36.3509819013697
MA010120220805789628,현대여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103060002,1,대지,306,2.0,대전광역시 중구 유천동 306-2,301404295036.0,대전광역시 중구 계백로1566번길,6.0,,3014011500103060035025588,,대전광역시 중구 계백로1566번길 6,301837,34976,,,,127.394073163156,36.3171502114631
MA010120220805789166,카리브모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600100500001,1,대지,50,1.0,대전광역시 중구 문창동 50-1,301404295310.0,대전광역시 중구 문창로98번길,31.0,,3014010600100500001016959,,대전광역시 중구 문창로98번길 31,301809,34930,,,,127.433469655863,36.322408463279
MA010120220805785034,일신모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500100030003,1,대지,3,3.0,대전광역시 중구 대흥동 3-3,301403165007.0,대전광역시 중구 대전천서로,419.0,,3014010500100030022014307,,대전광역시 중구 대전천서로 419,301802,34926,,4,,127.431100573635,36.3265700231544
MA010120220805785545,청실모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30230,대덕구,30230546,중리동,3023010900,중리동,3023010900104020025,1,대지,402,25.0,대전광역시 대덕구 중리동 402-25,302304304498.0,대전광역시 대덕구 한밭대로1129번길,26.0,,3023010900104020025013663,,대전광역시 대덕구 한밭대로1129번길 26,306824,34394,,,,127.423992040002,36.3601977395088
MA010120220805791114,세도나모텔,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500100720012,1,대지,72,12.0,대전광역시 동구 용전동 72-12,301104292214.0,대전광역시 동구 동서대로1725번길,40.0,,3011011500100720012003308,,대전광역시 동구 동서대로1725번길 40,300824,34550,,,,127.439715750604,36.3522333454622
MA010120220805780442,진주여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011010100,원동,3011010100101010049,1,대지,101,49.0,대전광역시 동구 원동 101-49,301104292496.0,대전광역시 동구 창조2길,18.0,,3011010100101010049026117,,대전광역시 동구 창조2길 18,300010,34629,,,,127.435648998762,36.3275379017832
MA010120220805780834,명신여인숙,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,30,대전광역시,30110,동구,30110515,중앙동,3011011900,정동,3011011900100010013,1,대지,1,13.0,대전광역시 동구 정동 1-13,301104292401.0,대전광역시 동구 역전시장길,55.0,,3011011900100010013024537,,대전광역시 동구 역전시장길 55,300150,34629,,,,127.434823518369,36.3292553980316
