index,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,longitude,latitude
36451,MA010120220811842821,행복식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103350107,1,대지,335,107.0,대전광역시 중구 유천동 335-107,301403000093.0,대전광역시 중구 대둔산로,522.0,,3014011500103350107024774,,대전광역시 중구 대둔산로 522,301837,34978,,1,,127.390466278356,36.3155456674943,127.390466430081,36.3155456706787
36524,MA010120220811936506,에스비그룹지점장수촌누룽지삼계탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200101120007,1,대지,112,7.0,대전광역시 중구 용두동 112-7,301403010024.0,대전광역시 중구 계룡로,813.0,,3014011200101120007008393,,대전광역시 중구 계룡로 813,301831,34856,,1,,127.406801172346,36.327578471105,127.406798320823,36.3275791660482
36534,MA010120220811884125,인생마라탕산성,,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700102840008,1,대지,284,8.0,대전광역시 중구 산성동 284-8,301404295098.0,대전광역시 중구 대둔산로408번길,5.0,,3014011700102840008001188,동신빌딩,대전광역시 중구 대둔산로408번길 5,301819,35012,,1,,127.386856728843,36.3057666170892,127.38691819848,36.3057325354987
36549,MA010120220811893167,파파맘키친,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200104190031,1,대지,419,31.0,대전광역시 중구 선화동 419-31,301404295478.0,대전광역시 중구 선화서로57번길,48.0,,3014010200104190030012686,,대전광역시 중구 선화서로57번길 48,301826,34860,,1,,127.415090732929,36.3271957328455,127.415088087277,36.3271976737092
36561,MA010120220811881356,윤가네김치찌개찜,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102100021,1,대지,210,21.0,대전광역시 중구 유천동 210-21,301404295039.0,대전광역시 중구 계백로1584번길,7.0,,3014011500102100021027146,,대전광역시 중구 계백로1584번길 7,301836,34973,,1,,127.396263293559,36.317638957194,127.396252955735,36.3176398055813
36581,MA010120220811891036,하야아브,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101650005,1,대지,165,5.0,대전광역시 중구 산성동 165-5,301403000093.0,대전광역시 중구 대둔산로,449.0,,3014011700101650005004404,,대전광역시 중구 대둔산로 449,301818,34988,,1,,127.387530504553,36.3093120047613,127.387525823055,36.3093188907095
36583,MA010120220811920155,일등푸드,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101510006,1,대지,151,6.0,대전광역시 중구 오류동 151-6,301404295018.0,대전광역시 중구 계룡로874번길,9.0,,3014011300101510006018660,,대전광역시 중구 계룡로874번길 9,301828,34909,,1,,127.410699040604,36.3231996319745,127.410697063187,36.3232032319191
36588,MA010120220811928679,유명감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140690,태평2동,3014011400,태평동,3014011400103790019,1,대지,379,19.0,대전광역시 중구 태평동 379-19,301402010003.0,대전광역시 중구 동서대로,1210.0,,3014011400103790019032081,,대전광역시 중구 동서대로 1210,301845,34884,,,,127.3942965995,36.3256952296098,127.394286353912,36.3257015855579
36594,MA010120220811912855,김밥친구원조,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101250024,1,대지,125,24.0,대전광역시 중구 산성동 125-24,301403000093.0,대전광역시 중구 대둔산로,377.0,1.0,3014011700101250024002854,,대전광역시 중구 대둔산로 377-1,301818,35079,,,,127.385998228336,36.3030674561254,127.385991441988,36.3030741614078
36628,MA010120220811914322,샤브마니아,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103070001,1,대지,307,1.0,대전광역시 중구 유천동 307-1,301404295035.0,대전광역시 중구 계백로1565번길,11.0,,3014011500103070001020202,상서빌딩,대전광역시 중구 계백로1565번길 11,301835,34891,,1,,127.393431073842,36.3180932722625,127.393423097829,36.3180937945858
36630,MA010120220811918752,대원식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000102480366,1,대지,248,366.0,대전광역시 중구 대사동 248-366,301403165047.0,대전광역시 중구 문화로,273.0,,3014011000102480366031822,,대전광역시 중구 문화로 273,301846,34964,,1,,127.414590658449,36.3181086384486,127.414586570446,36.3181116648995
36717,MA010120220811897764,찜닭만드는남자,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600104830028,1,대지,483,28.0,대전광역시 중구 문화동 483-28,301404295493.0,대전광역시 중구 송리로24번길,26.0,,3014011600104830028000938,,대전광역시 중구 송리로24번길 26,301813,35004,,1,,127.403013925544,36.3086332671638,127.403010162575,36.3086324524814
36805,MA010120220811865239,맥주청사람들,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102360003,1,대지,236,3.0,대전광역시 중구 선화동 236-3,301404295163.0,대전광역시 중구 대종로521번길,25.0,,3014010200102360003019106,,대전광역시 중구 대종로521번길 25,301822,34836,,,,127.422158535402,36.3293570685744,127.422154822061,36.3293562949714
36847,MA010120220811876166,종로맥가,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103230006,1,대지,323,6.0,대전광역시 중구 유천동 323-6,301404295617.0,대전광역시 중구 태평로26번길,21.0,,3014011500103230006011776,,대전광역시 중구 태평로26번길 21,301835,34887,,1,,127.393553399436,36.3195539245816,127.393550632663,36.3195618464276
36852,MA010120220811860225,옛날칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103310009,1,대지,331,9.0,대전광역시 중구 태평동 331-9,301402010003.0,대전광역시 중구 동서대로,1228.0,9.0,3014011400103310009031471,,대전광역시 중구 동서대로 1228-9,301843,34892,,1,,127.396468586541,36.3256791781906,127.396467056442,36.3256794126472
36862,MA010120220811860455,정미소문화국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140730,문화2동,3014011600,문화동,3014011600105570005,1,대지,557,5.0,대전광역시 중구 문화동 557-5,301404295393.0,대전광역시 중구 보문산로177번안길,44.0,,3014011600105570005016208,,대전광역시 중구 보문산로177번안길 44,301814,35014,,,,127.397550594724,36.3066501364253,127.397547705392,36.3066524635373
36884,MA010120220811848980,탭그라운드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140535,은행선화동,3014010100,은행동,3014010100100480002,1,대지,48,2.0,대전광역시 중구 은행동 48-2,301404295570.0,대전광역시 중구 중앙로164번길,8.0,,3014010100100480002013544,,대전광역시 중구 중앙로164번길 8,301839,34921,,,,127.427686496474,36.3288969872471,127.42767636289,36.3289044611102
36885,MA010120220811861475,샌치한김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010135,1,대지,1,135.0,대전광역시 중구 문화동 1-135,301403010024.0,대전광역시 중구 계룡로,923.0,,3014011600100010135028946,하우스토리1차,대전광역시 중구 계룡로 923,301794,34945,,,,127.41526077972,36.320833708588,127.415251789942,36.3208351504112
36899,MA010120220811853922,단내음폴폴,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104230005,1,대지,423,5.0,대전광역시 중구 대흥동 423-5,301404295201.0,대전광역시 중구 대흥로121번길,6.0,,3014010500104230005012266,,대전광역시 중구 대흥로121번길 6,301803,34919,,1,,127.425774468621,36.3238317789612,127.425765357069,36.3238347731014
36904,MA010120220811825419,썸원스커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103030048,1,대지,303,48.0,대전광역시 중구 유천동 303-48,301404295036.0,대전광역시 중구 계백로1566번길,19.0,,3014011500103030048028304,유천미소랑아파트,대전광역시 중구 계백로1566번길 19,301837,34974,,,,127.394745300767,36.3166399013215,127.39473727284,36.3166450516987
36914,MA010120220811822529,행가래만두찐빵,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600102840093,1,대지,284,93.0,대전광역시 중구 문화동 284-93,301403165047.0,대전광역시 중구 문화로,175.0,,3014011600102840093019429,,대전광역시 중구 문화로 175,301811,34960,,1,,127.404594126352,36.3146254854956,127.404593276998,36.3146283332558
36954,MA010120220811830143,비스트로피자,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103030048,1,대지,303,48.0,대전광역시 중구 유천동 303-48,301404295036.0,대전광역시 중구 계백로1566번길,19.0,,3014011500103030048028304,유천미소랑아파트,대전광역시 중구 계백로1566번길 19,301837,34974,,1,,127.394745300767,36.3166399013215,127.39473727284,36.3166450516987
36986,MA010120220811978888,에스프레소는진짜다,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102290005,1,대지,229,5.0,대전광역시 중구 선화동 229-5,301404295161.0,대전광역시 중구 대종로505번길,60.0,,3014010200102290005015129,,대전광역시 중구 대종로505번길 60,301822,34839,,1,,127.421966240717,36.3282475963586,127.421957055719,36.3282470138121
36999,MA010120220811973316,갓모어치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140620,석교동,3014010800,호동,3014010800100180004,1,대지,18,4.0,대전광역시 중구 호동 18-4,301403010009.0,대전광역시 중구 모암로,10.0,,3014010800100180004003095,,대전광역시 중구 모암로 10,301820,35066,,1,,127.449271647816,36.3036730617374,127.449268305476,36.3036781567773
37000,MA010120220811969285,더룸,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500102110000,1,대지,211,,대전광역시 중구 대흥동 211,301404295357.0,대전광역시 중구 보문로260번길,43.0,,3014010500102110000014318,,대전광역시 중구 보문로260번길 43,301802,34913,,3,,127.424250804876,36.326564264161,127.424243337099,36.3265697607303
37003,MA010120220811980124,또봉이통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101440009,1,대지,144,9.0,대전광역시 중구 산성동 144-9,301403000093.0,대전광역시 중구 대둔산로,460.0,,3014011700101440009024820,,대전광역시 중구 대둔산로 460,301817,34980,,1,,127.388514832885,36.3101732358161,127.388508711461,36.3101809242868
37009,MA010120220811973678,명랑쌀핫도그문화,,I2,음식,I210,기타 간이,I21099,그 외 기타 간이 음식점,I56199,간이 음식 포장 판매 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100010055,1,대지,1,55.0,대전광역시 중구 문화동 1-55,301404295056.0,대전광역시 중구 계백로1716번길,26.0,,3014011600100010055011403,미성프라자,대전광역시 중구 계백로1716번길 26,301811,34956,,1,,127.410251723743,36.3204846498681,127.410249397848,36.3204874463433
37014,MA010120220811965711,제주둘레국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101880007,1,대지,188,7.0,대전광역시 중구 오류동 188-7,301403010024.0,대전광역시 중구 계룡로,774.0,,3014011300101880007013220,,대전광역시 중구 계룡로 774,301829,34873,,,,127.403298883648,36.3296879964425,127.40328876913,36.3296913433355
37019,MA010120220811970061,원조태평소국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102680015,1,대지,268,15.0,대전광역시 중구 유천동 268-15,301403165035.0,대전광역시 중구 유천로,17.0,1.0,3014011500102680015004224,,대전광역시 중구 유천로 17-1,301836,34985,,1,,127.398638639806,36.3143162870251,127.398636892204,36.3143172508984
37020,MA010120220811969399,김밥나라,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,30,대전광역시,30140,중구,30140550,목동,3014010300,목동,3014010300100240060,1,대지,24,60.0,대전광역시 중구 목동 24-60,301403165046.0,대전광역시 중구 목동로,42.0,,3014010300100240060028067,목동복합빌딩,대전광역시 중구 목동로 42,301808,34816,,1,,127.407548771589,36.3347561525335,127.407539815167,36.3347618142201
37022,MA010120220811965774,덕성식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101400031,1,대지,140,31.0,대전광역시 중구 산성동 140-31,301403000093.0,대전광역시 중구 대둔산로,486.0,,3014011700101400031006906,,대전광역시 중구 대둔산로 486,301817,34979,,1,,127.389210961291,36.3122947436738,127.3892106932,36.3122977670346
37030,MA010120220811981323,투다리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100101510008,1,대지,151,8.0,대전광역시 중구 부사동 151-8,301403164032.0,대전광역시 중구 보문로,65.0,,3014011100101510008007751,,대전광역시 중구 보문로 65,301815,35047,,,,127.433860145771,36.3130732985184,127.433852335203,36.3130750072682
37035,MA010120220811970862,윈도우로맨스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140720,문화1동,3014011600,문화동,3014011600100120004,1,대지,12,4.0,대전광역시 중구 문화동 12-4,301403165002.0,대전광역시 중구 과례로,82.0,1.0,3014011600100120006006894,,대전광역시 중구 과례로 82-1,301812,35016,,1,,127.414327811424,36.3145383790752,127.414325479081,36.3145424595315
37061,MA010120220812077588,돼유,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100170000,1,대지,17,,대전광역시 중구 선화동 17,301403010011.0,대전광역시 중구 선화로,136.0,,3014010200100170000016166,,대전광역시 중구 선화로 136,301822,34837,,1,,127.422125744894,36.3307808911227,127.422120638691,36.3307824376111
37072,MA010120220812079073,도담짬뽕,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400103350010,1,대지,335,10.0,대전광역시 중구 태평동 335-10,301402010003.0,대전광역시 중구 동서대로,1243.0,,3014011400103350010001291,동성빌딩,대전광역시 중구 동서대로 1243,301843,34882,,1,,127.397763055041,36.3268032610044,127.397763664908,36.3268085164672
37099,MA010120220812064147,고기식당정가네,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200101240006,1,대지,124,6.0,대전광역시 중구 용두동 124-6,301404295242.0,대전광역시 중구 동서대로1321번길,36.0,,3014011200101240006000001,,대전광역시 중구 동서대로1321번길 36,301832,34827,,1,,127.405263376521,36.3306080528005,127.405257075283,36.3306148808677
37104,MA010120220812019028,사랑채1030,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100100930009,1,대지,93,9.0,대전광역시 중구 부사동 93-9,301404295370.0,대전광역시 중구 보문로48번길,62.0,,3014011100100930009026062,,대전광역시 중구 보문로48번길 62,301815,35032,,2,,127.435143508311,36.3157831394996,127.435142928302,36.3157878202915
37129,MA010120220812021021,본가순대,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200100330012,1,대지,33,12.0,대전광역시 중구 용두동 33-12,301403010024.0,대전광역시 중구 계룡로,835.0,1.0,3014011200100330012015464,,대전광역시 중구 계룡로 835-1,301831,34857,,1,,127.408550627397,36.3260009338316,127.4085473122,36.3260046109429
37143,MA010120220812021880,털보네푸드팩토리,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101890006,1,대지,189,6.0,대전광역시 중구 오류동 189-6,301403165031.0,대전광역시 중구 오류로,102.0,,3014011300101890006011010,,대전광역시 중구 오류로 102,301829,34872,,,,127.402276674121,36.329358438026,127.402276141091,36.3293633027629
37179,MA010120220812052457,목구멍,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104760001,1,대지,476,1.0,대전광역시 중구 대흥동 476-1,301404295357.0,대전광역시 중구 보문로260번길,30.0,,3014010500104760001015329,영광빌딩,대전광역시 중구 보문로260번길 30,301803,34916,,1,,127.42377494424,36.3261473941011,127.423772559957,36.3261549968056
37192,MA010120220812049281,단풍나무집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140630,대사동,3014011000,대사동,3014011000100690011,1,대지,69,11.0,대전광역시 중구 대사동 69-11,301404295350.0,대전광역시 중구 보문로162번길,70.0,,3014011000100690011014553,,대전광역시 중구 보문로162번길 70,301800,34935,,1,,127.429329738773,36.3189189372006,127.429321058508,36.3189251454018
37261,MA010120220812041710,국수나무목동,,I2,음식,I201,한식,I20105,국수/칼국수,I56194,김밥 및 기타 간이 음식점업,30,대전광역시,30140,중구,30140550,목동,3014010300,목동,3014010300103600000,1,대지,360,,대전광역시 중구 목동 360,301404295270.0,대전광역시 중구 목동로22번길,16.0,,3014010300103600000000027,목동더샵,대전광역시 중구 목동로22번길 16,301797,34817,,1,,127.409165665901,36.333051776235,127.409230963079,36.333024695296
37272,MA010120220812038461,맷돌가마솥추어탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100101520009,1,대지,152,9.0,대전광역시 중구 부사동 152-9,301403165019.0,대전광역시 중구 사득로,7.0,,3014011100101520009007216,,대전광역시 중구 사득로 7,301815,35048,,,,127.434455540033,36.3123551109313,127.434454340314,36.3123607995653
37292,MA010120220812011047,미소1인밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140655,용두동,3014011200,용두동,3014011200100890003,1,대지,89,3.0,대전광역시 중구 용두동 89-3,301404295013.0,대전광역시 중구 계룡로815번길,24.0,,3014011200100890003017014,,대전광역시 중구 계룡로815번길 24,301831,34855,,1,,127.40790113744,36.3279354136968,127.407896865508,36.3279388670434
37307,MA010120220812007673,"커피잉글랜드1,2",,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500104670002,1,대지,467,2.0,대전광역시 중구 대흥동 467-2,301403010017.0,대전광역시 중구 중교로,23.0,,3014010500104670002011363,,대전광역시 중구 중교로 23,301803,34916,,2,,127.42259094994,36.3250962254088,127.422591468774,36.3250985828658
37311,MA010120220812012367,게다이코노미,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500102030011,1,대지,203,11.0,대전광역시 중구 유천동 203-11,301404295548.0,대전광역시 중구 유천로86번길,31.0,,3014011500102030011007641,,대전광역시 중구 유천로86번길 31,301842,34897,,1,,127.398522600926,36.320723623316,127.398520657385,36.3207301601534
37376,MA010120220811983244,와서전하라,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140560,중촌동,3014010400,중촌동,3014010400100610021,1,대지,61,21.0,대전광역시 중구 중촌동 61-21,301403165009.0,대전광역시 중구 목중로,64.0,,3014010400100610021000224,,대전광역시 중구 목중로 64,301840,34808,,1,,127.408186822765,36.3387608731407,127.40818542992,36.3387633562017
37378,MA010120220811987744,바로튀닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30140,중구,30140740,산성동,3014011700,산성동,3014011700101160051,1,대지,116,51.0,대전광역시 중구 산성동 116-51,301404295102.0,대전광역시 중구 대둔산로446번길,85.0,,3014011700101160051003384,,대전광역시 중구 대둔산로446번길 85,301818,34994,,1,,127.392472760299,36.3095535226517,127.392473063369,36.3095546316149
37382,MA010120220811987821,파리바게뜨대전,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200100620012,1,대지,62,12.0,대전광역시 중구 선화동 62-12,301403164033.0,대전광역시 중구 중앙로,135.0,,3014010200100620001013732,,대전광역시 중구 중앙로 135,301822,34838,,1,,127.424704602402,36.3284680957588,127.424703921211,36.3284709601507
37385,MA010120220811992125,양촌대패삼겹살,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,30,대전광역시,30140,중구,30140640,부사동,3014011100,부사동,3014011100103140003,1,대지,314,3.0,대전광역시 중구 부사동 314-3,301404295373.0,대전광역시 중구 보문로67번길,18.0,,3014011100103140003007249,,대전광역시 중구 보문로67번길 18,301815,35047,,1,,127.434065080905,36.3124524014877,127.434060471421,36.3124564035192
37403,MA010120220811993157,아미띠에카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102280014,1,대지,228,14.0,대전광역시 중구 선화동 228-14,301404295161.0,대전광역시 중구 대종로505번길,43.0,,3014010200102280014015745,,대전광역시 중구 대종로505번길 43,301822,34839,,2,,127.422811845126,36.3283688456189,127.422841512155,36.3283804164451
37411,MA010120220811993672,아뜰리에우리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500102750001,1,대지,275,1.0,대전광역시 중구 유천동 275-1,301404295036.0,대전광역시 중구 계백로1566번길,97.0,,3014011500102750001007826,,대전광역시 중구 계백로1566번길 97,301837,34984,,1,,127.395773415662,36.3132924342568,127.39577154553,36.3132972635674
37422,MA010120220811951256,이수형의황태진국,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140700,유천1동,3014011500,유천동,3014011500103050015,1,대지,305,15.0,대전광역시 중구 유천동 305-15,301403000095.0,대전광역시 중구 계백로,1582.0,,3014011500103050015013136,,대전광역시 중구 계백로 1582,301837,34974,,1,,127.395828078426,36.3177539215025,127.39581958484,36.3177558713749
37431,MA010120220811963706,엔제리너스커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500101870016,1,대지,187,16.0,대전광역시 중구 유천동 187-16,301403000095.0,대전광역시 중구 계백로,1625.0,,3014011500101870016025035,벽산빌딩,대전광역시 중구 계백로 1625,301834,34899,,,,127.400348018894,36.3194079503181,127.40034348453,36.3194148363881
37475,MA010120220811954552,처치앤댄스홀식당,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101850011,1,대지,185,11.0,대전광역시 중구 대흥동 185-11,301404295203.0,대전광역시 중구 대흥로139번길,38.0,,3014010500101850011013960,,대전광역시 중구 대흥로139번길 38,301803,34920,,1,,127.426718399673,36.325728944847,127.426717191761,36.3257332233983
37521,MA010120220812109437,올레노래클럽,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,30,대전광역시,30140,중구,30140535,은행선화동,3014010200,선화동,3014010200102350033,1,대지,235,33.0,대전광역시 중구 선화동 235-33,301404295164.0,대전광역시 중구 대종로529번길,39.0,,3014010200102350033012991,,대전광역시 중구 대종로529번길 39,301822,34836,,1,,127.421341203909,36.3299299170344,127.421331305162,36.3299314480103
37527,MA010120220812109707,에이블랑,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,30,대전광역시,30140,중구,30140680,태평1동,3014011400,태평동,3014011400102680010,1,대지,268,10.0,대전광역시 중구 태평동 268-10,301404295501.0,대전광역시 중구 수침로55번길,15.0,,3014011400102680010026954,두손빌딩,대전광역시 중구 수침로55번길 15,301843,34893,,2,,127.399772492862,36.3247494979142,127.399766517495,36.3247543580421
37549,MA010120220812204413,금복식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140605,문창동,3014010600,문창동,3014010600101160001,1,대지,116,1.0,대전광역시 중구 문창동 116-1,301403165007.0,대전광역시 중구 대전천서로,287.0,,3014010600101160001020037,,대전광역시 중구 대전천서로 287,301810,35029,,1,,127.438246636905,36.3163295028462,127.438236601248,36.3163311039401
37566,MA010120220812201133,가오리단란주점,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500101170001,1,대지,117,1.0,대전광역시 중구 대흥동 117-1,301403165010.0,대전광역시 중구 문창로,135.0,,3014010500101170001011215,,대전광역시 중구 문창로 135,301802,34928,,3,,127.430156001133,36.3247449890099,127.430146684663,36.3247437845172
37579,MA010120220812197785,피자스쿨,,I2,음식,I210,기타 간이,I21003,피자,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",30,대전광역시,30140,중구,30140710,유천2동,3014011500,유천동,3014011500101970001,1,대지,197,1.0,대전광역시 중구 유천동 197-1,301403010023.0,대전광역시 중구 평촌로,90.0,,3014011500101970001023501,,대전광역시 중구 평촌로 90,301842,34897,,1,,127.3969080267,36.3221304571903,127.396904025133,36.3221356103351
37651,MA010120220812144867,심식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,30,대전광역시,30140,중구,30140670,오류동,3014011300,오류동,3014011300101530013,1,대지,153,13.0,대전광역시 중구 오류동 153-13,301404295018.0,대전광역시 중구 계룡로874번길,19.0,4.0,3014011300101530013025863,,대전광역시 중구 계룡로874번길 19-4,301828,34909,,2,,127.410133362627,36.3228904154616,127.410127169545,36.3228979770409
